RT @3lectric5heep: Donald Trump Jr STILL WAITING for Anti-Trump Celebrities to Move to Canada https://t.co/ZDfZZHXkYK @3lectric5heep,negative
|RT @nytgraphics: Days at a golf course during first 81 days as president:
Trump: 17
Obama: 0
Bush: 0
Clinton: 3
https://t.co/Qmyd7XB2hS htt…|,positive
|RT @mcspocky: Trump Family Values
#Resist #Resistance #Indivisible
#SCROTUS #PEEOTUS
#MAGA (by Jailing Trump) https://t.co/k7p4eU1rhK|,negative
MC DONALD TRUMP se alimentando https://t.co/IrbDcFW2ma,negative
RT @Mikanojo: @willyval22 @Jhoratio @RapinBill Do not forget this... https://t.co/yWGcnT3ZXQ,negative
|RT @AJENews: US, Mexico &amp; Canada launch joint bid for the football 2026 World Cup despite Trump's rocky relations with Mexico https://t.co/…|,negative
RT @Mathiasian: This is promising. Maybe Trump and China are working together to deal with NK.  https://t.co/H1LFFqKRp1,positive
|RT @mmpadellan: RETWEET THIS LIKE FIRE if you think trump should send his own kids first for a war with Syria. #mondaymotivation
https://t.…|,positive
RT @ReutersJpEnt: トランプ・オバマ・金正恩氏そっくりさん、香港集結で人気に https://t.co/JjyTrqrqG2 https://t.co/hwohAvPz1O,negative
|RT @nytgraphics: Days at a golf course during first 81 days as president:
Trump: 17
Obama: 0
Bush: 0
Clinton: 3
https://t.co/Qmyd7XB2hS htt…|,positive
|RT @RVAwonk: Today Sean Spicer called Russia our "ally" and refused to say whether Trump would consider imposing more sanctions. 

... What…|,positive
RT @prowhitesunite: "This place needs more diversity" = This place is too white. #Diversity is a codeword for #WhiteGenocide. #Trump  #pjne…,positive
|RT @brianklaas: Republican support for airstrikes on Syria:

Under Obama: 22%
Under Trump: 86%

(Big swing on support for Putin too) https:…|,negative
RT @politico: Trump is using an obscure law called the Congressional Review Act to wipe out Obama's regulatory regime https://t.co/G7xQR2RY…,negative
RT @dw_politics: #WorldBank Pres. Jim Yong Kim commenting on Pres. #Trump's past protectionist statements after meeting with Chancelor #Mer…,negative
